d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,24879.75
10_office_management,2017-2018,158706.73
10_office_management,2018-2019,48873.39868421052
10_office_management,2019-2020,15369.961315789473
10_office_management,2020-2021,40295.65207084469
11_defence,2017-2018,804343.7136468634
11_defence,2018-2019,519546.37449434557
11_defence,2019-2020,488746.9966793941
2_professional_services,2017-2018,21973.29129129129
2_professional_services,2018-2019,23896.260000000002
3_information_technology,2017-2018,397853.3848999139
3_information_technology,2018-2019,163119.5621512321
3_information_technology,2019-2020,353547.5988444629
3_information_technology,2020-2021,441529.7228508894
5_transportation_and_logistics,2018-2019,43244.3
6_industrial_products_and_services,2017-2018,419264.73301587306
6_industrial_products_and_services,2018-2019,726826.536984127
6_industrial_products_and_services,2019-2020,519482.37
6_industrial_products_and_services,2020-2021,256793.31999999998
9_human_capital,2017-2018,7320.394412489729
9_human_capital,2018-2019,7320.394412489729
9_human_capital,2019-2020,7340.45028759244
NA,2019-2020,64268.44000000001
