d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,64268.44,62737.52
1_facilities_and_construction,2017-2018,24879.75,25590.78
10_office_management,2017-2018,158706.73,163088.00
10_office_management,2018-2019,48873.40,49581.32
10_office_management,2019-2020,15369.96,15425.87
10_office_management,2020-2021,40295.65,38543.89
10_office_management,2021-2022,21202.90,19499.65
11_defence,2017-2018,806328.72,830373.88
11_defence,2018-2019,519546.37,530483.33
11_defence,2019-2020,488747.00,485677.79
11_defence,2021-2022,32493.96,30377.19
2_professional_services,2018-2019,23896.26,24100.05
2_professional_services,2021-2022,12863.41,11696.32
3_information_technology,2017-2018,397853.38,409311.06
3_information_technology,2018-2019,163119.56,165552.58
3_information_technology,2019-2020,353547.60,350187.81
3_information_technology,2020-2021,441529.72,420595.23
3_information_technology,2021-2022,542433.55,503919.89
5_transportation_and_logistics,2018-2019,43244.30,43613.10
6_industrial_products_and_services,2017-2018,439253.02,451675.28
6_industrial_products_and_services,2018-2019,726826.54,736560.35
6_industrial_products_and_services,2019-2020,519482.37,507616.92
6_industrial_products_and_services,2020-2021,256793.32,244064.52
6_industrial_products_and_services,2021-2022,249797.25,229342.96
9_human_capital,2017-2018,7320.39,7544.76
9_human_capital,2018-2019,7320.39,7454.20
9_human_capital,2019-2020,7340.45,7281.54
