d_fiscal_year,total,total_constant_2019_dollars
2017-2018,553159.37,570669.65
2018-2019,1056781.00,1065793.51
2019-2020,394321.27,395755.51
2020-2021,1076541.95,1033280.04
2021-2022,576598.36,537408.45
