d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,93914953.88,96341737.63
it_consulting_services,2018-2019,123255211.41,125142623.37
it_consulting_services,2019-2020,170932177.56,169160324.01
it_consulting_services,2020-2021,205118717.75,194964978.41
it_consulting_services,2021-2022,207773302.25,192956187.69
it_devices_equipment,2017-2018,16435034.47,16830853.54
it_devices_equipment,2018-2019,25921753.52,26299379.78
it_devices_equipment,2019-2020,23418155.40,23155436.86
it_devices_equipment,2020-2021,22342826.64,21226604.25
it_devices_equipment,2021-2022,18971882.00,17477609.43
it_other,2017-2018,23715988.90,24289106.10
it_other,2018-2019,7189895.24,7288130.99
it_other,2019-2020,12867863.39,12699965.52
it_other,2020-2021,12328026.77,11681594.45
it_other,2021-2022,16138841.54,14891509.73
it_software_licensing,2017-2018,23703950.10,24317383.60
it_software_licensing,2018-2019,13045803.93,13218861.34
it_software_licensing,2019-2020,12252725.60,12156863.46
it_software_licensing,2020-2021,7478187.03,7099893.47
it_software_licensing,2021-2022,15406044.95,14243869.01
