d_most_recent_category,total,percentage
11_defence,25556679.08,0.4815732539465393
5_transportation_and_logistics,22350711.72,0.42116211335577164
6_industrial_products_and_services,4185788.54,0.07887424659239299
3_information_technology,827679.90,0.015596255734273179
1_facilities_and_construction,143754.75,0.0027088199725721347
9_human_capital,4527.35,8.531039845068161e-5
