owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,29490.81,30065.56
cas-satj,2017-2018,91394.85,93949.23
cas-satj,2019-2020,97250.17,97443.18
csa-asc,2020-2021,14762.87,14001.72
csc-scc,2017-2018,314999.00,323806.10
csc-scc,2018-2019,577448.96,588916.79
csc-scc,2019-2020,468388.66,463229.76
csc-scc,2020-2021,11108.77,10545.73
dfo-mpo,2017-2018,3496713.95,3598776.67
dfo-mpo,2018-2019,2731218.93,2771716.93
dfo-mpo,2019-2020,8177629.78,8117248.38
dfo-mpo,2020-2021,8401412.40,8010902.70
dfo-mpo,2021-2022,2057813.75,1905862.82
dnd-mdn,2017-2018,3326147.67,3425977.87
dnd-mdn,2018-2019,7169453.98,7296709.58
dnd-mdn,2019-2020,7583129.05,7515908.64
dnd-mdn,2020-2021,7229565.81,6891014.67
dnd-mdn,2021-2022,962442.73,909041.99
isc-sac,2017-2018,31497.92,32365.91
nrcan-rncan,2017-2018,12840.65,13199.06
nrcan-rncan,2019-2020,11899.91,11616.45
pc,2017-2018,52958.26,54489.18
pc,2018-2019,150107.67,151988.89
pc,2019-2020,117267.35,116340.08
pc,2020-2021,59836.18,56654.42
pc,2021-2022,46361.34,43293.50
tc,2018-2019,15275.83,15406.11
tc,2019-2020,23324.40,23409.24
