d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,31497.92,32365.91
1_facilities_and_construction,2019-2020,112256.83,111635.37
11_defence,2017-2018,3282525.67,3381109.22
11_defence,2018-2019,6965082.64,7087779.88
11_defence,2019-2020,7498941.61,7431674.03
11_defence,2020-2021,7175701.60,6839927.60
11_defence,2021-2022,636292.34,603889.70
3_information_technology,2017-2018,312931.62,321667.52
3_information_technology,2018-2019,411173.31,418758.19
3_information_technology,2019-2020,88812.10,88107.08
3_information_technology,2020-2021,14762.87,14001.72
3_information_technology,2021-2022,15808.70,14374.39
5_transportation_and_logistics,2017-2018,3494453.74,3596575.75
5_transportation_and_logistics,2018-2019,2727940.68,2767310.20
5_transportation_and_logistics,2019-2020,8596801.34,8532615.87
5_transportation_and_logistics,2020-2021,5719295.31,5451067.01
5_transportation_and_logistics,2021-2022,2005392.92,1857886.59
6_industrial_products_and_services,2017-2018,205143.36,210845.63
6_industrial_products_and_services,2018-2019,568799.53,580955.60
6_industrial_products_and_services,2019-2020,182077.44,181163.37
6_industrial_products_and_services,2020-2021,2805528.60,2676789.60
6_industrial_products_and_services,2021-2022,405994.16,379118.98
9_human_capital,2020-2021,1397.65,1333.30
9_human_capital,2021-2022,3129.70,2928.65
