owner_org,d_fiscal_year,total
aafc-aac,2018-2019,29490.809999999994
cas-satj,2017-2018,91394.85
cas-satj,2019-2020,97250.17000000001
csa-asc,2020-2021,14762.869999999999
csc-scc,2017-2018,314999
csc-scc,2018-2019,577448.96
csc-scc,2019-2020,468388.66076923074
csc-scc,2020-2021,11108.76923076923
dfo-mpo,2017-2018,3496713.9548117076
dfo-mpo,2018-2019,2644313.952027023
dfo-mpo,2019-2020,8092925.874833253
dfo-mpo,2020-2021,8379848.998166399
dnd-mdn,2017-2018,3326719.6414741175
dnd-mdn,2018-2019,7169453.984398075
dnd-mdn,2019-2020,7583129.049839244
dnd-mdn,2020-2021,7229565.809895961
isc-sac,2017-2018,31497.920000000002
nrcan-rncan,2017-2018,12840.650000000001
nrcan-rncan,2019-2020,11899.91
pc,2017-2018,52958.259999999995
pc,2018-2019,150107.66507246377
pc,2019-2020,117267.35492753623
pc,2020-2021,59836.18081395349
tc,2018-2019,15275.830000000002
tc,2019-2020,23324.4
