normalized_vendor_name,original_vendor_name
WAJAX,Wajax Power Systems
WAJAX,WAJAX POWER SYSTEMS
WAJAX,WAJAX EQUIPMENT
WAJAX,Wajax
WAJAX,WAJAX
WAJAX,Wajax Equipment
WAJAX,WAJAX Power Systems
WAJAX,Wajax power systems
WAJAX,Wajax Power systems
WAJAX,Wajm Power Systems
WAJAX,WAJAX LIMITED
WAJAX,WAJAX Equipment
WAJAX,Wajax Equipment Limited
WAJAX,Wajax Limited
WAJAX,wajax
WAJAX,WAJAX LTD
WAJAX,WAJAX (EQUIPMENT)
WAJAX,WAJAX INC.
WAJAX,Wajax (Equipment)
WAJAX,WAJAX  EQUIPMENT
WAJAX,Wajax Power system
WAJAX,Wajax Power System
WAJAX,wajax power system
WAJAX,WAJAX POWER SYSTEM
WAJAX,Wajax Équipement
WAJAX,WAJAX EQUIPEMENT
WAJAX,WAJAX POWE SYSTEMS
