d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,6385648.36,6582843.74
0_other,2018-2019,3978152.64,4071595.30
0_other,2019-2020,13494.58,13324.18
0_other,2021-2022,87768.11,80619.20
1_facilities_and_construction,2017-2018,34170114.19,35226596.14
1_facilities_and_construction,2018-2019,33927836.63,34579759.72
1_facilities_and_construction,2019-2020,33503567.47,33234224.79
1_facilities_and_construction,2020-2021,33621190.95,32018273.55
1_facilities_and_construction,2021-2022,33735330.25,31359751.03
1_facilities_and_construction,2022-2023,33880374.57,30316585.53
10_office_management,2017-2018,1957065.24,2016984.63
10_office_management,2018-2019,3412709.95,3465286.42
10_office_management,2019-2020,2999684.79,2954528.76
10_office_management,2020-2021,3063286.97,2902399.90
10_office_management,2021-2022,1207156.12,1120716.83
10_office_management,2022-2023,1470487.87,1307714.20
2_professional_services,2017-2018,15063554.89,15520227.77
2_professional_services,2018-2019,14424519.27,14684741.77
2_professional_services,2019-2020,28697468.74,28447384.53
2_professional_services,2020-2021,29783160.94,28357301.58
2_professional_services,2021-2022,55549061.58,51625439.96
2_professional_services,2022-2023,64417859.87,57675549.24
3_information_technology,2017-2018,1548741818.38,1596347871.91
3_information_technology,2018-2019,1675319272.07,1706966152.60
3_information_technology,2019-2020,1837228910.82,1822026941.48
3_information_technology,2020-2021,1985412575.36,1890549840.04
3_information_technology,2021-2022,2239626944.75,2079837283.11
3_information_technology,2022-2023,2497706599.98,2233809131.29
4_medical,2017-2018,19128.87,19681.83
4_medical,2021-2022,717.28,648.41
4_medical,2022-2023,8181.47,7320.81
5_transportation_and_logistics,2017-2018,2600912.14,2677827.33
5_transportation_and_logistics,2018-2019,1645149.46,1665971.70
5_transportation_and_logistics,2019-2020,1656379.76,1632864.88
5_transportation_and_logistics,2020-2021,246645.22,234822.53
5_transportation_and_logistics,2021-2022,1605584.85,1475049.80
5_transportation_and_logistics,2022-2023,1210947.02,1081910.09
6_industrial_products_and_services,2017-2018,4380006.98,4514753.81
6_industrial_products_and_services,2018-2019,4793685.95,4879804.83
6_industrial_products_and_services,2019-2020,5543789.89,5499821.27
6_industrial_products_and_services,2020-2021,4791547.24,4561283.30
6_industrial_products_and_services,2021-2022,4578454.90,4255572.57
6_industrial_products_and_services,2022-2023,4543624.00,4065938.94
7_travel,2018-2019,101149.26,103849.62
7_travel,2021-2022,94664.00,85846.62
8_security_and_protection,2017-2018,730116.41,752728.03
8_security_and_protection,2018-2019,602116.49,613574.19
8_security_and_protection,2019-2020,544433.89,539816.41
8_security_and_protection,2020-2021,1906732.82,1818468.59
8_security_and_protection,2021-2022,6490366.30,6018782.49
8_security_and_protection,2022-2023,6291833.51,5627969.00
9_human_capital,2017-2018,4331901.74,4464233.47
9_human_capital,2018-2019,4878104.92,4966143.25
9_human_capital,2019-2020,6552771.91,6483409.83
9_human_capital,2020-2021,11761439.02,11195571.41
9_human_capital,2021-2022,11346578.27,10531930.83
9_human_capital,2022-2023,12540955.32,11219860.42
