d_vendor_name,overall_total
NISHA TECHONOLOGIES,240750.74
NORTHERN MICRO,138731.06
ODGERS BERNDTSON CANADA,133057.5
ADVANCED CHIPPEWA TECHNOLOGIES,107920.6
PURESPIRIT SOLUTIONS,89613.75
UNIVERSITE SAINTE ANNE,87194.39655172413
LUMINA IT,50715
TELUS CANADA,45843.39
GLOBAL UPHOLSTERY,44643.61
CANADIAN CORPS OF COMMISSIONAIRES,35319.78
WARWOOD OFFICE EQUIPT EDM,32154
JEAN BEAUREGARD,28653.06818181818
GLOBAL TOTAL OFFICE,28239.399999999998
POI BUSINESS INTERIORS,24999
DIANE BROUSSEAU AND ASSOCIATES,24869
ENCORE,23066.02
TEKNION,19869.01
DMH INTERTRANSITION CONSULTING,19406.25
ATLANTIC BUSINESS INTERIORS,19144.05
PSAV,18260.2
ACRODEX,16330
AVI SPL CANADA,14960.729606299214
DATARITE,10824.4
INDUSTRIES ROUILLARD,10724.69
FRISCHKORN AUDIO VISUAL,10220.05
EVALUATION PERSONNEL SELECTION,62.62564991334489
