owner_org,d_fiscal_year,total,total_constant_2019_dollars
pc,2017-2018,4088139.48,4191751.34
pc,2018-2019,100386.76,101374.47
pc,2019-2020,5211939.83,5143455.13
pc,2020-2021,7124927.21,6773142.50
pwgsc-tpsgc,2018-2019,4036979.61,4082992.44
pwgsc-tpsgc,2019-2020,18888398.92,18687892.48
pwgsc-tpsgc,2020-2021,21142973.16,20098503.91
pwgsc-tpsgc,2021-2022,14378500.00,13349646.45
