owner_org,d_fiscal_year,total
aafc-aac,2017-2018,31918.299999999996
aafc-aac,2018-2019,85673.51
aafc-aac,2019-2020,91445.72
aafc-aac,2020-2021,35211.69
aandc-aadnc,2017-2018,10972.859999999999
dfo-mpo,2017-2018,106943.76
dfo-mpo,2018-2019,24240.4
dfo-mpo,2019-2020,45384.76
dfo-mpo,2020-2021,94264.6
dnd-mdn,2017-2018,50763.07692307692
dnd-mdn,2018-2019,66663.05230769231
dnd-mdn,2019-2020,19246.809999999998
dnd-mdn,2020-2021,13213.5
ec,2017-2018,1116390.1991312131
ec,2018-2019,1051698.319545827
ec,2019-2020,815869.8184405541
ec,2020-2021,922255.421927054
nrc-cnrc,2017-2018,43383.25282312925
nrc-cnrc,2018-2019,93248.89282312925
nrc-cnrc,2019-2020,30090.66
nrcan-rncan,2017-2018,39977.68223918575
nrcan-rncan,2018-2019,120403.48999999999
nrcan-rncan,2019-2020,91762.28
nrcan-rncan,2020-2021,78305.65
pc,2017-2018,36862.147
pc,2020-2021,33862.5
pwgsc-tpsgc,2018-2019,63736.44251626898
pwgsc-tpsgc,2019-2020,319555.3145336225
pwgsc-tpsgc,2020-2021,19208.24295010846
