normalized_vendor_name,original_vendor_name
CAMPBELL SCIENTIFIC CANADA,CAMPBELL SCIENTIFIC CANADA CORP
CAMPBELL SCIENTIFIC CANADA,CAMPBELL SCIENTIFIC CANADA
CAMPBELL SCIENTIFIC CANADA,CAMPBELL SCIENTIFIC CANADA CORPORATION
CAMPBELL SCIENTIFIC CANADA,CAMPBELL SCIENTIFIC
CAMPBELL SCIENTIFIC CANADA,CAMPBELL SCIENTIFIC (CANADA) CORP.
CAMPBELL SCIENTIFIC CANADA,Campbell Scientific (Canada) Corp.
CAMPBELL SCIENTIFIC CANADA,"CAMPBELL SCIENTIFIC, INC."
CAMPBELL SCIENTIFIC CANADA,CAMPBELL SCIENTIFIC (CANADA) CORP
CAMPBELL SCIENTIFIC CANADA,Campbell Scientific
CAMPBELL SCIENTIFIC CANADA,Campbell Scientific Canada Corp
CAMPBELL SCIENTIFIC CANADA,CAMPBELL SCIENTIFIC CANADA CORP.
CAMPBELL SCIENTIFIC CANADA,CAMPBELL SCIENTIFIC CANADA    CORP
