d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,71881.4
1_facilities_and_construction,2018-2019,59881.74
1_facilities_and_construction,2019-2020,37736.090000000004
1_facilities_and_construction,2020-2021,54030.950000000004
10_office_management,2017-2018,15203.141603053435
2_professional_services,2017-2018,4621.582823129252
2_professional_services,2018-2019,68358.02533939823
2_professional_services,2019-2020,319555.3145336225
2_professional_services,2020-2021,19208.24295010846
3_information_technology,2018-2019,15463.210000000001
3_information_technology,2020-2021,18683.16
5_transportation_and_logistics,2017-2018,14601.3
6_industrial_products_and_services,2017-2018,1330903.8536904224
6_industrial_products_and_services,2018-2019,1338295.8418535194
6_industrial_products_and_services,2019-2020,1056063.958440554
6_industrial_products_and_services,2020-2021,1068688.156938987
9_human_capital,2018-2019,23665.29
9_human_capital,2020-2021,24798.29498806683
NA,2020-2021,10912.8
