d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1796468.90,1851214.20
2018-2019,2086876.56,2125373.29
2019-2020,3505870.33,3477912.10
2020-2021,5604382.85,5346485.15
2021-2022,6066254.64,5674586.84
