owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,67568.55,69843.29
aandc-aadnc,2022-2023,116986.00,104907.60
cer-rec,2018-2019,17057.61,17512.99
dfo-mpo,2017-2018,22995.00,23704.26
dfo-mpo,2018-2019,36503.23,37048.75
dfo-mpo,2019-2020,45097.92,45043.72
dfo-mpo,2020-2021,398144.43,382248.92
dfo-mpo,2021-2022,205728.25,192360.16
dfo-mpo,2022-2023,462300.43,413051.90
dnd-mdn,2018-2019,35325.81,35764.86
dnd-mdn,2019-2020,520121.49,508861.14
dnd-mdn,2020-2021,2971036.01,2829379.04
dnd-mdn,2021-2022,3044623.66,2830802.66
dnd-mdn,2022-2023,2490786.35,2233500.75
ec,2017-2018,814704.96,839971.53
ec,2018-2019,393145.69,399680.98
ec,2019-2020,1428922.27,1420135.49
ec,2020-2021,1195386.49,1138157.31
ec,2021-2022,1772093.62,1641034.28
ec,2022-2023,2124714.88,1901708.40
nrcan-rncan,2017-2018,12383.70,12807.03
nrcan-rncan,2018-2019,734418.46,748931.73
nrcan-rncan,2019-2020,895329.91,891080.28
nrcan-rncan,2020-2021,453296.22,431683.36
nrcan-rncan,2021-2022,547859.52,509933.64
nrcan-rncan,2022-2023,205077.09,184568.72
pc,2017-2018,617065.87,635729.84
pc,2018-2019,589175.93,601704.78
pc,2019-2020,399384.26,398129.03
pc,2020-2021,370333.85,352718.08
pc,2021-2022,432002.47,404887.63
pc,2022-2023,459403.48,411757.69
pwgsc-tpsgc,2017-2018,61893.89,63759.66
pwgsc-tpsgc,2018-2019,45990.00,46753.73
pwgsc-tpsgc,2020-2021,16328.93,15527.69
pwgsc-tpsgc,2021-2022,34782.36,32003.06
pwgsc-tpsgc,2022-2023,139834.49,125010.80
rcmp-grc,2017-2018,199856.93,206034.72
rcmp-grc,2018-2019,221699.83,226061.68
rcmp-grc,2019-2020,200404.48,198805.86
rcmp-grc,2020-2021,199856.93,190327.89
rcmp-grc,2021-2022,3285.32,3111.18
tc,2018-2019,13560.00,13686.67
tc,2019-2020,16610.00,16230.87
tc,2021-2022,20727.31,18863.66
