d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2018-2019,35325.81,35733.16
11_defence,2019-2020,23592.18,23677.99
11_defence,2021-2022,38610.77,36378.72
2_professional_services,2018-2019,15960.78,16096.89
2_professional_services,2019-2020,12775.55,12719.08
2_professional_services,2021-2022,18848.50,17959.01
5_transportation_and_logistics,2017-2018,1573616.97,1621539.71
5_transportation_and_logistics,2018-2019,1754391.91,1787338.67
5_transportation_and_logistics,2019-2020,2755958.81,2741802.88
5_transportation_and_logistics,2020-2021,2433489.92,2323436.79
5_transportation_and_logistics,2021-2022,2834563.54,2649587.68
7_travel,2017-2018,22995.00,23692.10
7_travel,2018-2019,59498.23,60336.14
7_travel,2021-2022,179183.19,168372.72
9_human_capital,2017-2018,199856.93,205982.39
9_human_capital,2018-2019,221699.83,225868.43
9_human_capital,2019-2020,713543.79,699712.15
9_human_capital,2020-2021,3170892.93,3023048.35
9_human_capital,2021-2022,2995048.64,2802288.71
