d_most_recent_category,d_fiscal_year,total
11_defence,2018-2019,35325.81
11_defence,2019-2020,23592.18
2_professional_services,2018-2019,15960.775367231638
2_professional_services,2019-2020,12775.554632768362
5_transportation_and_logistics,2017-2018,1573616.973063063
5_transportation_and_logistics,2018-2019,1754391.914890873
5_transportation_and_logistics,2019-2020,2755958.8093971685
5_transportation_and_logistics,2020-2021,2433489.9195594187
7_travel,2017-2018,22995
7_travel,2018-2019,59498.23
9_human_capital,2017-2018,199856.92681438662
9_human_capital,2018-2019,221699.82681438662
9_human_capital,2019-2020,200404.48003853564
9_human_capital,2020-2021,199856.92681438662
