d_fiscal_year,total,total_constant_2019_dollars
2017-2018,7551418.50,7740743.60
2018-2019,5697260.70,5781927.41
2019-2020,2882044.94,2857723.44
2020-2021,55373.67,52140.84
2021-2022,742152.78,583530.16
