d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,281574.92000000004
10_office_management,2017-2018,250819.25758645026
11_defence,2017-2018,16351986.04478396
11_defence,2018-2019,20978582.87469174
11_defence,2019-2020,19261311.251478996
11_defence,2020-2021,15330372.828005519
6_industrial_products_and_services,2017-2018,8961277.321949514
6_industrial_products_and_services,2018-2019,15480696.086237146
6_industrial_products_and_services,2019-2020,19410152.23002856
6_industrial_products_and_services,2020-2021,15995814.286431096
9_human_capital,2019-2020,11295.210000000001
