d_most_recent_category,total,percentage
3_information_technology,9138101.68,0.7176
9_human_capital,1832082.55,0.1439
2_professional_services,1523018.21,0.1196
10_office_management,90739.00,0.0071
11_defence,89626.64,0.007
7_travel,61224.19,0.0048
