d_most_recent_category,d_fiscal_year,total
10_office_management,2020-2021,90739
11_defence,2019-2020,17176
2_professional_services,2017-2018,190875.76105995956
2_professional_services,2018-2019,259289.62406971306
2_professional_services,2019-2020,727841.3524258905
2_professional_services,2020-2021,1245664.3518448411
3_information_technology,2017-2018,191312.1603725239
3_information_technology,2018-2019,599118.6672515452
3_information_technology,2019-2020,746159.6823943249
3_information_technology,2020-2021,960268.5525926754
7_travel,2018-2019,61224.19
9_human_capital,2017-2018,835668.3813452952
9_human_capital,2018-2019,916058.6465445332
9_human_capital,2019-2020,835036.151596606
9_human_capital,2020-2021,1102438.4086165647
