d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,716543.99,737856.72
it_consulting_services,2018-2019,1022365.47,1040086.23
it_consulting_services,2019-2020,1557410.33,1534534.75
it_consulting_services,2020-2021,2178219.25,2072556.47
it_consulting_services,2021-2022,2163982.99,2011807.95
it_other,2017-2018,63315.00,65249.85
it_other,2018-2019,68670.00,69926.90
it_other,2019-2020,37282.13,36588.45
it_other,2020-2021,142356.72,135488.19
it_other,2021-2022,49697.94,47352.62
it_software_licensing,2017-2018,53867.15,55471.56
it_software_licensing,2018-2019,230763.77,234010.95
it_software_licensing,2019-2020,216511.96,212853.78
it_software_licensing,2020-2021,210029.14,199986.77
it_software_licensing,2021-2022,427085.84,398534.96
