d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,4866495.90,5015934.79
1_facilities_and_construction,2018-2019,4241784.04,4318563.02
1_facilities_and_construction,2019-2020,4793582.63,4743959.22
1_facilities_and_construction,2020-2021,4219440.86,4022406.57
1_facilities_and_construction,2021-2022,5173742.22,4823919.26
2_professional_services,2017-2018,744378.97,766414.98
2_professional_services,2018-2019,2229697.82,2269273.76
2_professional_services,2019-2020,1951573.58,1935319.54
2_professional_services,2020-2021,1770963.61,1689148.57
2_professional_services,2021-2022,2311705.54,2155508.44
3_information_technology,2017-2018,10735.00,11079.52
3_information_technology,2019-2020,20085.75,19708.36
5_transportation_and_logistics,2019-2020,78520.00,77386.69
5_transportation_and_logistics,2020-2021,129098.20,123078.93
5_transportation_and_logistics,2021-2022,129098.20,120805.07
6_industrial_products_and_services,2020-2021,5069.45,4808.08
6_industrial_products_and_services,2021-2022,77097.88,72145.19
9_human_capital,2021-2022,38605.74,35500.18
