d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,10963.26,11338.03
2_professional_services,2021-2022,15394.00,14219.57
8_security_and_protection,2022-2023,34069.50,30373.00
9_human_capital,2017-2018,222298.06,229031.79
9_human_capital,2018-2019,314588.01,319623.18
9_human_capital,2019-2020,425210.93,418733.75
9_human_capital,2020-2021,793762.49,754637.04
9_human_capital,2021-2022,1221180.65,1130138.26
9_human_capital,2022-2023,1658778.24,1481017.40
