d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,39078.14
1_facilities_and_construction,2018-2019,149681.47425978872
1_facilities_and_construction,2019-2020,35698.41574021127
1_facilities_and_construction,2020-2021,29580.434630136988
10_office_management,2017-2018,663158.6904589895
10_office_management,2018-2019,383594.49516086176
10_office_management,2019-2020,69703.26953874908
10_office_management,2020-2021,140741.99000000002
11_defence,2017-2018,4432260.274034416
11_defence,2018-2019,2114066.483298696
11_defence,2019-2020,4201564.369530858
11_defence,2020-2021,10133323.61388974
3_information_technology,2017-2018,20163231.310453948
3_information_technology,2018-2019,23840783.268915
3_information_technology,2019-2020,30633274.150323566
3_information_technology,2020-2021,26971470.151246864
4_medical,2019-2020,21322.82
5_transportation_and_logistics,2017-2018,11350.08
6_industrial_products_and_services,2017-2018,146480.7745945946
6_industrial_products_and_services,2018-2019,140158.38
6_industrial_products_and_services,2019-2020,99985.17000000001
6_industrial_products_and_services,2020-2021,11813.47
8_security_and_protection,2017-2018,18191.310163934428
9_human_capital,2019-2020,58313.50461741189
9_human_capital,2020-2021,247564.0753825881
NA,2017-2018,28122.420000000002
