owner_org,d_fiscal_year,total
aafc-aac,2019-2020,64999.22901459853
aafc-aac,2020-2021,299143.27098540147
aandc-aadnc,2017-2018,534128.2396158114
aandc-aadnc,2018-2019,596539.1748682798
aandc-aadnc,2019-2020,358503.8290858024
aandc-aadnc,2020-2021,2447.2830848329054
atssc-scdata,2017-2018,233820.10987677198
atssc-scdata,2018-2019,191455.19382784085
atssc-scdata,2019-2020,35121.6317535545
atssc-scdata,2020-2021,61140.0625
cannor,2017-2018,57571.96374622356
cannor,2018-2019,204870.53625377643
cannor,2019-2020,93788
cas-satj,2019-2020,129968.83333333333
cas-satj,2020-2021,315147.5833333333
casdo-ocena,2019-2020,11784.746686046512
casdo-ocena,2020-2021,52770.09495329775
cbsa-asfc,2017-2018,66741.04510137271
cbsa-asfc,2018-2019,167231.8528748644
cbsa-asfc,2019-2020,181313.44432432431
cbsa-asfc,2020-2021,170505.9503389512
cfia-acia,2020-2021,28718.6018957346
cic,2019-2020,4810.8901287553645
cic,2020-2021,17122.409871244636
cnsc-ccsn,2019-2020,19217.434210526313
cnsc-ccsn,2020-2021,22005.169671376363
cra-arc,2017-2018,127089.52422310757
cra-arc,2018-2019,101580.51577689244
cra-arc,2019-2020,24238.5
csc-scc,2018-2019,64966.565935613675
csc-scc,2019-2020,176739.06462033783
csc-scc,2020-2021,62567.25944404847
csps-efpc,2018-2019,39663
dfatd-maecd,2017-2018,24916.499999999996
dfatd-maecd,2018-2019,53160.9375
dfatd-maecd,2019-2020,111339.0521923077
dfatd-maecd,2020-2021,219869.60823759463
dfo-mpo,2017-2018,161860.67441860464
dfo-mpo,2018-2019,526894.4755813953
dfo-mpo,2019-2020,68109.82716666667
dfo-mpo,2020-2021,301022.9163381565
dnd-mdn,2017-2018,428598.2293499044
dnd-mdn,2018-2019,1019144.2797842221
dnd-mdn,2019-2020,1336656.8647813546
dnd-mdn,2020-2021,970095.5352879736
ec,2019-2020,211907.75394321766
ec,2020-2021,57165.24605678234
elections,2020-2021,39999.8
fintrac-canafe,2018-2019,24430.108695652176
fintrac-canafe,2019-2020,23474.481468282254
fintrac-canafe,2020-2021,9160.409836065573
fpcc-cpac,2020-2021,38928.5
hc-sc,2017-2018,491575.791877402
hc-sc,2018-2019,463903.94169686106
hc-sc,2019-2020,470361.94446662726
hc-sc,2020-2021,289784.7034730539
ic,2018-2019,96530.25
ic,2019-2020,8438.01724137931
ic,2020-2021,82857.1727586207
infc,2017-2018,113288.36320754717
infc,2018-2019,107668.85188679246
infc,2019-2020,96218.92950210361
infc,2020-2021,48873.35020519836
irb-cisr,2020-2021,39548.59
isc-sac,2017-2018,22798.45682170543
isc-sac,2018-2019,404871.7071329357
isc-sac,2019-2020,406052.92970594525
isc-sac,2020-2021,330644.4915775284
nrc-cnrc,2018-2019,39037.644705882354
nrc-cnrc,2019-2020,148583.03529411764
nrc-cnrc,2020-2021,78894.15642151481
nrcan-rncan,2018-2019,49939.352941176476
nrcan-rncan,2019-2020,55954.94117647059
nrcan-rncan,2020-2021,55802.05882352941
nserc-crsng,2019-2020,117812.45594713656
nserc-crsng,2020-2021,141881.1521037109
oag-bvg,2018-2019,85164.4277181208
oag-bvg,2019-2020,62198.77645943184
oag-bvg,2020-2021,65896.84020261263
opc-cpvp,2017-2018,23940
opc-cpvp,2018-2019,34505.872641509435
opc-cpvp,2019-2020,15306.332183952578
opc-cpvp,2020-2021,27386.242299794663
pc,2020-2021,87659.75342465754
pco-bcp,2018-2019,24408
pco-bcp,2019-2020,23306.25
phac-aspc,2019-2020,32487.5
phac-aspc,2020-2021,401237.44951744017
pmprb-cepmb,2018-2019,102748.00000000001
ps-sp,2019-2020,81360
ps-sp,2020-2021,93950.61906158358
pwgsc-tpsgc,2017-2018,83308.74251497006
pwgsc-tpsgc,2018-2019,940544.26742253
pwgsc-tpsgc,2019-2020,757598.7806999502
pwgsc-tpsgc,2020-2021,855102.6038520393
rcmp-grc,2020-2021,23730
ssc-spc,2017-2018,169876.9393117409
ssc-spc,2018-2019,185114.96091947297
ssc-spc,2019-2020,120314.45709551881
ssc-spc,2020-2021,142171.38267326733
tbs-sct,2017-2018,62574.58416666667
tbs-sct,2019-2020,258991.898
tbs-sct,2020-2021,615882.7115789474
tc,2017-2018,135996.09473684212
tc,2018-2019,125752.7317241379
tc,2019-2020,36979.712619296406
tc,2020-2021,86691.10686825147
vac-acc,2017-2018,90173.98999999999
