owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,263212.63,271279.89
aafc-aac,2018-2019,201030.53,204705.16
aafc-aac,2019-2020,222476.03,220470.16
aafc-aac,2020-2021,297080.53,283228.99
aafc-aac,2021-2022,315411.86,294664.53
aandc-aadnc,2017-2018,34486.16,35627.65
aandc-aadnc,2018-2019,77735.18,78421.76
aandc-aadnc,2019-2020,40960.46,40781.40
atssc-scdata,2017-2018,48908.65,50266.95
atssc-scdata,2018-2019,128227.03,130399.05
cnsc-ccsn,2017-2018,56553.25,58286.57
cnsc-ccsn,2018-2019,56553.25,57586.99
cnsc-ccsn,2019-2020,84489.58,83671.01
cnsc-ccsn,2020-2021,97568.82,93019.62
cnsc-ccsn,2021-2022,97568.82,91301.10
csps-efpc,2017-2018,62531.90,64448.46
csps-efpc,2018-2019,62531.90,63674.92
csps-efpc,2019-2020,31351.61,31389.30
cta-otc,2018-2019,22351.14,22541.76
dfatd-maecd,2018-2019,14162.32,14283.09
dfatd-maecd,2019-2020,152816.16,152400.23
dfo-mpo,2017-2018,51664.61,53216.62
dfo-mpo,2018-2019,23368.35,23893.68
dnd-mdn,2017-2018,33833.51,34877.17
dnd-mdn,2019-2020,9775.01,9696.56
dnd-mdn,2021-2022,38911.36,36303.39
elections,2019-2020,48743.65,47681.18
elections,2020-2021,163436.25,156404.45
elections,2021-2022,8453.10,8054.19
esdc-edsc,2017-2018,1082455.19,1115246.84
esdc-edsc,2018-2019,1448794.31,1475276.79
esdc-edsc,2019-2020,1725216.68,1708857.66
esdc-edsc,2020-2021,1992211.63,1899323.70
esdc-edsc,2021-2022,2056594.30,1923872.85
hc-sc,2017-2018,72333.91,74498.91
hc-sc,2018-2019,254918.86,260348.44
hc-sc,2019-2020,148554.28,146610.88
hc-sc,2020-2021,217489.97,207092.62
hc-sc,2021-2022,307259.15,281261.42
ic,2017-2018,246523.15,254078.90
ic,2018-2019,375641.53,381662.28
ic,2019-2020,374424.37,372136.37
ic,2020-2021,312107.35,297555.17
ic,2021-2022,312107.35,292057.89
infc,2017-2018,165013.86,170133.94
infc,2018-2019,99654.25,101475.82
infc,2019-2020,99927.27,99125.35
infc,2020-2021,126268.13,120249.53
infc,2021-2022,107934.08,101000.51
isc-sac,2018-2019,60172.17,60685.33
jus,2019-2020,2871.82,2803.41
jus,2020-2021,18803.56,17957.19
lac-bac,2021-2022,12797.76,11825.86
nrcan-rncan,2017-2018,283593.30,292286.32
nrcan-rncan,2018-2019,282500.00,287663.81
nserc-crsng,2018-2019,22140.66,22489.95
nserc-crsng,2019-2020,28556.16,28232.34
nserc-crsng,2020-2021,36571.92,34866.74
nserc-crsng,2021-2022,136463.92,126539.42
oag-bvg,2019-2020,24860.00,24542.61
pc,2017-2018,7909.69,8152.12
pc,2018-2019,21608.05,21869.45
pc,2019-2020,32140.04,31686.56
pch,2017-2018,84269.68,86803.28
pch,2018-2019,58758.25,59638.24
pch,2019-2020,37065.76,36182.83
pch,2020-2021,29547.95,28024.51
pch,2021-2022,37712.82,34291.16
pco-bcp,2017-2018,166217.62,171312.07
pco-bcp,2018-2019,179287.33,182664.31
pco-bcp,2019-2020,165960.26,164628.41
pco-bcp,2020-2021,165506.81,157789.97
pco-bcp,2021-2022,165506.81,154874.83
ppsc-sppc,2017-2018,14387.79,14828.77
ps-sp,2018-2019,16863.61,17007.43
ps-sp,2019-2020,8030.29,8059.50
pwgsc-tpsgc,2017-2018,293000.22,302030.20
pwgsc-tpsgc,2018-2019,423992.55,431558.54
pwgsc-tpsgc,2019-2020,331938.98,327441.01
pwgsc-tpsgc,2020-2021,4996.85,4763.87
pwgsc-tpsgc,2021-2022,2094.57,1989.81
ssc-spc,2017-2018,214557.40,221133.42
ssc-spc,2018-2019,296186.21,301226.82
ssc-spc,2019-2020,349504.23,346699.42
ssc-spc,2020-2021,348549.30,332298.00
ssc-spc,2021-2022,742265.34,690923.82
tc,2018-2019,84814.41,86321.50
tc,2019-2020,84488.70,83682.94
tc,2020-2021,95180.17,90742.34
tc,2021-2022,90151.40,84360.17
