normalized_vendor_name,original_vendor_name
VMWARE,VMWARE INC
VMWARE,VMWARE INTERNATIONAL LIMITED
VMWARE,VMWare
VMWARE,VMware
VMWARE,VMWare Inc.
VMWARE,VMware Inc.
VMWARE,VMWARE INC.
VMWARE,VMware Inc
VMWARE,"VMware inc - California, USA"
VMWARE,VMWaRE
VMWARE,VMWare Inc
VMWARE,VMWARE
VMWARE,Vmware International Limited
VMWARE,VM Ware Inc.
VMWARE,Vmware
VMWARE,EYEDU SOLUTIONS C/O VMWARE INC
VMWARE,VMWare  Inc
VMWARE,SSC/TIG-Vmware
VMWARE,VMWARE Inc
VMWARE,Technology Integration Group c/o VMWare Inc.
VMWARE,Vmware Inc.
VMWARE,Vmware Inc
VMWARE,VMWARE INCORPORATED
VMWARE,Integra Works/Vmware
VMWARE,VMWarre
