d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,93006.75
11_defence,2017-2018,2703391.3027774533
11_defence,2018-2019,12143550.834453626
11_defence,2019-2020,10588282.923632642
11_defence,2020-2021,7062866.0623143595
2_professional_services,2019-2020,245913.23
3_information_technology,2017-2018,34385584.333065964
3_information_technology,2018-2019,10305969.900520938
3_information_technology,2019-2020,12853418.054903863
3_information_technology,2020-2021,33872015.26443146
6_industrial_products_and_services,2018-2019,31932.84
9_human_capital,2018-2019,20327.460000000003
