d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,26250.86,26879.69
it_consulting_services,2018-2019,56701.20,57614.12
it_consulting_services,2019-2020,1784920.00,1753162.65
it_consulting_services,2020-2021,86308.21,81653.97
it_consulting_services,2021-2022,159955.90,149902.05
it_devices_equipment,2017-2018,42199.37,43204.27
it_devices_equipment,2018-2019,22100.00,22317.45
it_devices_equipment,2019-2020,48562.39,48247.13
it_devices_equipment,2020-2021,20598.21,19582.62
it_other,2017-2018,2220754.53,2275375.86
it_other,2019-2020,700215.32,683269.75
it_software_licensing,2017-2018,32096379.57,32926803.42
it_software_licensing,2018-2019,10279429.00,10438341.29
it_software_licensing,2019-2020,10319720.34,10227939.66
it_software_licensing,2020-2021,33765108.84,32098377.64
it_software_licensing,2021-2022,12779088.58,11866453.83
