d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,52500.00,48810.60
11_defence,2020-2021,94154.70,89889.70
11_defence,2021-2022,233280.70,215705.14
11_defence,2022-2023,46207.88,40936.33
2_professional_services,2018-2019,48798.75,49254.61
2_professional_services,2022-2023,66832.50,59521.20
6_industrial_products_and_services,2017-2018,1382731.03,1422824.94
6_industrial_products_and_services,2018-2019,1515472.51,1535572.19
6_industrial_products_and_services,2019-2020,1472169.13,1446154.44
6_industrial_products_and_services,2020-2021,1115148.62,1059234.95
6_industrial_products_and_services,2021-2022,1839583.15,1677653.95
6_industrial_products_and_services,2022-2023,1054616.72,936839.90
