d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,49416.37,49373.23
1_facilities_and_construction,2020-2021,128949.66,126813.11
1_facilities_and_construction,2021-2022,136683.97,103830.67
2_professional_services,2017-2018,723378.21,741429.50
2_professional_services,2018-2019,783227.40,793235.28
2_professional_services,2019-2020,1003946.93,1002154.76
2_professional_services,2020-2021,887078.48,874405.51
2_professional_services,2021-2022,1641175.35,1407709.91
6_industrial_products_and_services,2017-2018,7803.79,7949.05
6_industrial_products_and_services,2018-2019,15650.46,15850.18
6_industrial_products_and_services,2019-2020,15693.33,15661.19
6_industrial_products_and_services,2020-2021,15650.46,15321.60
6_industrial_products_and_services,2021-2022,15650.46,11888.72
9_human_capital,2018-2019,112204.61,113896.32
9_human_capital,2019-2020,347224.95,346480.12
9_human_capital,2020-2021,208324.81,206449.56
9_human_capital,2021-2022,214188.03,162705.89
