owner_org,d_fiscal_year,total
aafc-aac,2017-2018,23750.000000000004
aafc-aac,2018-2019,23750
aafc-aac,2019-2020,49905.1
aafc-aac,2020-2021,40525
csa-asc,2017-2018,62639.64723404255
csa-asc,2018-2019,124289.61126053793
csa-asc,2019-2020,85319.00150541951
dfo-mpo,2017-2018,10867.5
dfo-mpo,2020-2021,37247.93
dnd-mdn,2018-2019,112204.60555555555
dnd-mdn,2019-2020,641794.6185971553
dnd-mdn,2020-2021,784229.8247249261
ec,2017-2018,34869.71
ec,2018-2019,63466.5
ec,2020-2021,76595.5974984478
jus,2019-2020,2539.908256880734
jus,2020-2021,37010.091743119265
nrc-cnrc,2019-2020,83983.67346938775
nrc-cnrc,2020-2021,101316.32653061225
nrcan-rncan,2017-2018,82351.8221796276
nrcan-rncan,2018-2019,17009.56096463777
nrcan-rncan,2019-2020,95857.12279979058
nrcan-rncan,2020-2021,77306.54536586294
phac-aspc,2017-2018,4688.0948031496055
phac-aspc,2018-2019,94543.24519685039
swc-cfc,2017-2018,23801.420000000002
tc,2017-2018,484866.8405316991
tc,2018-2019,448492.2486288848
tc,2019-2020,421770.24
tc,2020-2021,79059.77
wage,2018-2019,20614.365507246377
wage,2019-2020,28381.194492753624
