d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3285.35,3379.18
1_facilities_and_construction,2018-2019,346882.93,354257.48
1_facilities_and_construction,2019-2020,140410.52,140662.20
1_facilities_and_construction,2020-2021,143749.24,135917.59
1_facilities_and_construction,2021-2022,106866.33,98789.47
1_facilities_and_construction,2022-2023,199396.71,178361.32
6_industrial_products_and_services,2017-2018,158998.46,163663.60
6_industrial_products_and_services,2018-2019,352446.86,359200.85
6_industrial_products_and_services,2019-2020,408506.96,404730.39
6_industrial_products_and_services,2020-2021,1062446.64,1004750.40
6_industrial_products_and_services,2021-2022,633099.55,581384.45
6_industrial_products_and_services,2022-2023,359293.50,323051.57
