d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1871656.27,1930170.90
2018-2019,659199.82,670129.42
2019-2020,1587523.17,1574094.25
2020-2021,1275430.81,1214687.28
2021-2022,1241710.88,1154450.47
2022-2023,1241710.88,1111088.10
