d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,128184.89,132113.66
1_facilities_and_construction,2018-2019,128184.89,130527.98
1_facilities_and_construction,2019-2020,128536.09,127504.57
1_facilities_and_construction,2020-2021,128184.89,122208.20
1_facilities_and_construction,2021-2022,64268.04,61010.02
2_professional_services,2017-2018,533319.39,549379.83
2_professional_services,2018-2019,891446.37,906381.34
2_professional_services,2019-2020,817134.24,808589.65
2_professional_services,2020-2021,591185.22,562733.13
2_professional_services,2021-2022,1029819.07,960950.07
3_information_technology,2017-2018,100369.16,103400.75
3_information_technology,2018-2019,35652.25,36526.47
3_information_technology,2019-2020,4934.59,4894.99
3_information_technology,2020-2021,3707.68,3540.79
9_human_capital,2017-2018,17978.75,18547.98
9_human_capital,2021-2022,5050.17,4591.97
