d_most_recent_category,d_fiscal_year,total
5_transportation_and_logistics,2017-2018,115170.61
5_transportation_and_logistics,2018-2019,1909009.763329894
5_transportation_and_logistics,2019-2020,1119714.8988704467
5_transportation_and_logistics,2020-2021,1046736.6613871942
