d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_other,2017-2018,287371.40,294818.14
it_other,2018-2019,287371.40,291840.45
it_other,2019-2020,288158.72,285726.96
it_other,2020-2021,287371.40,273195.45
it_other,2021-2022,55112.32,52112.07
it_software_licensing,2017-2018,1841903.86,1889633.61
it_software_licensing,2018-2019,2122392.86,2154408.60
it_software_licensing,2019-2020,2914064.97,2897300.13
it_software_licensing,2020-2021,2500559.84,2377241.72
it_software_licensing,2021-2022,2476954.48,2299747.59
