owner_org,d_fiscal_year,total,total_constant_2019_dollars
ec,2017-2018,73500.00,75950.82
ec,2018-2019,857.19,865.20
ec,2019-2020,81679.11,80047.69
ec,2020-2021,191360.93,183210.19
ec,2021-2022,46922.40,43317.75
ec,2022-2023,86394.00,76702.74
nrcan-rncan,2017-2018,25972.80,26752.71
nrcan-rncan,2019-2020,271845.00,269026.55
nrcan-rncan,2020-2021,12189.81,11486.16
nrcan-rncan,2021-2022,31130.40,29241.48
pc,2017-2018,1743444.73,1797606.29
pc,2018-2019,2671858.02,2729337.29
pc,2019-2020,1517073.11,1504198.10
pc,2020-2021,599919.02,573223.91
pc,2021-2022,10895.64,9849.48
pc,2022-2023,19132.32,17213.02
