d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,401047.74635036493
1_facilities_and_construction,2018-2019,401047.74635036493
1_facilities_and_construction,2019-2020,186715.80291970802
1_facilities_and_construction,2020-2021,20000
2_professional_services,2017-2018,756065.2305965229
2_professional_services,2018-2019,732530.7915368081
2_professional_services,2019-2020,734537.7252122514
2_professional_services,2020-2021,829710.7915368081
3_information_technology,2017-2018,289362.28747861786
3_information_technology,2018-2019,289362.28747861786
3_information_technology,2019-2020,290155.06086897023
3_information_technology,2020-2021,289362.28747861786
9_human_capital,2019-2020,26088.4381443299
9_human_capital,2020-2021,24874.5618556701
