d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,2527557.63,2601153.09
it_consulting_services,2018-2019,3688330.57,3759741.98
it_consulting_services,2019-2020,3232177.74,3202271.38
it_consulting_services,2020-2021,3873527.26,3694146.33
it_consulting_services,2021-2022,2289489.79,2142696.23
