d_fiscal_year,total,total_constant_2019_dollars
2017-2018,526446.95,539707.83
2018-2019,6813532.79,6898403.19
2019-2020,12132176.32,12024246.32
2020-2021,2778166.65,2640837.31
2021-2022,1529036.81,1141648.98
