owner_org,d_fiscal_year,total
aafc-aac,2017-2018,274116.3022813688
aafc-aac,2018-2019,311689.8764258555
aafc-aac,2019-2020,312543.8212927757
aandc-aadnc,2017-2018,870571.21
aandc-aadnc,2018-2019,678420.9887671233
atssc-scdata,2018-2019,24717.97
atssc-scdata,2019-2020,97577.34475976577
atssc-scdata,2020-2021,106701.96740060525
cas-satj,2018-2019,296.3149726775956
cas-satj,2019-2020,427382.1067520024
cas-satj,2020-2021,261540.6940710968
cbsa-asfc,2017-2018,2867389.8285732395
cbsa-asfc,2018-2019,4863092.114406772
cbsa-asfc,2019-2020,5950079.371977249
cbsa-asfc,2020-2021,6657705.204679551
cgc-ccg,2019-2020,23460.68169398907
cgc-ccg,2020-2021,1072.488306010929
cic,2017-2018,1467944.07350283
cic,2018-2019,1469608.0183686311
cic,2019-2020,480582.92561652756
cnsc-ccsn,2018-2019,192806.22792596076
cnsc-ccsn,2019-2020,248159.37813267112
cnsc-ccsn,2020-2021,231431.32598262758
cra-arc,2018-2019,3264107.6745389276
cra-arc,2019-2020,4550088.652339443
cra-arc,2020-2021,5558221.903411199
csa-asc,2017-2018,323145.8547227926
csa-asc,2018-2019,643683.9208546374
csa-asc,2019-2020,775802.4956760085
csa-asc,2020-2021,248458.82150518228
csc-scc,2017-2018,1617170.0800474386
csc-scc,2018-2019,2511633.0102015072
csc-scc,2019-2020,2996400.0396180255
csc-scc,2020-2021,4171746.757059381
csps-efpc,2019-2020,22706.709278350514
csps-efpc,2020-2021,36821.69072164949
dfatd-maecd,2017-2018,278796.05751016934
dfatd-maecd,2018-2019,213344.67261904763
dfatd-maecd,2019-2020,24962.209999999995
dfatd-maecd,2020-2021,38229.54
dfo-mpo,2017-2018,1685100.745886966
dfo-mpo,2018-2019,321145.6801711063
dfo-mpo,2019-2020,294877.50123940746
dfo-mpo,2020-2021,591476.1750065129
dnd-mdn,2017-2018,150199032.6384612
dnd-mdn,2018-2019,256632946.0784276
dnd-mdn,2019-2020,263562389.10596094
dnd-mdn,2020-2021,247326854.00930518
ec,2018-2019,24928.21
ec,2019-2020,24285.920000000002
elections,2017-2018,102097.8
elections,2018-2019,154062.55574614066
elections,2019-2020,259847.44425385934
esdc-edsc,2017-2018,1066589.3299930312
esdc-edsc,2018-2019,1012857.5547899181
esdc-edsc,2019-2020,770001.480109862
esdc-edsc,2020-2021,770045.8998602622
fin,2017-2018,38271.30882352941
fin,2018-2019,8674.341176470587
hc-sc,2017-2018,1480656.7119423093
hc-sc,2018-2019,1034524.1252736872
hc-sc,2019-2020,142286.3044890859
hc-sc,2020-2021,33569.4766951567
iaac-aeic,2020-2021,70818.23
ic,2018-2019,87534.92123517611
ic,2019-2020,1005547.6212271379
ic,2020-2021,1042334.6225483008
isc-sac,2017-2018,183302
isc-sac,2018-2019,209638.54
isc-sac,2019-2020,531554.8627272728
isc-sac,2020-2021,515885.42727272725
jus,2019-2020,23504
jus,2020-2021,60846.549999999996
nrc-cnrc,2017-2018,157082.86369433158
nrc-cnrc,2018-2019,276753.609354709
nrc-cnrc,2019-2020,134922.7629424307
nrc-cnrc,2020-2021,55798.8771641791
nrcan-rncan,2017-2018,1761175.6439583106
nrcan-rncan,2018-2019,1675366.0033021518
nrcan-rncan,2019-2020,1738490.3603476065
nrcan-rncan,2020-2021,811165.8456486043
oag-bvg,2020-2021,754.289109947644
ocsec-bccst,2020-2021,24814.799999999996
osfi-bsif,2018-2019,9339.76446710083
osfi-bsif,2019-2020,282900.94104172627
osfi-bsif,2020-2021,157256.70977884415
osgg-bsgg,2017-2018,27237.42042042042
pc,2019-2020,259412.34
pch,2017-2018,94824.53330478158
pch,2018-2019,433715.75897592015
pch,2019-2020,193043.80771929826
pch,2020-2021,188917.91999999998
phac-aspc,2020-2021,674975
ps-sp,2017-2018,71013.04945054944
pwgsc-tpsgc,2020-2021,85513.50835543766
rcmp-grc,2017-2018,208567.02684563756
rcmp-grc,2018-2019,1357138.7156460292
rcmp-grc,2019-2020,3273902.1864142586
rcmp-grc,2020-2021,4166759.7365220427
ssc-spc,2017-2018,1093234.9877917054
ssc-spc,2018-2019,9554828.366367644
ssc-spc,2019-2020,11971113.438758312
ssc-spc,2020-2021,11772521.288993074
tc,2017-2018,1245799.4965277778
tc,2018-2019,1296592.2365277777
tc,2019-2020,416404.2152777778
tc,2020-2021,99463.89456310679
vac-acc,2017-2018,3685123.8402145994
vac-acc,2018-2019,24444003.956483006
vac-acc,2019-2020,24544611.330336384
vac-acc,2020-2021,24444003.956483006
wage,2020-2021,89244.60488454708
