owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,274116.30,282479.97
aafc-aac,2018-2019,311689.88,317387.25
aafc-aac,2019-2020,312543.82,310035.63
aafc-aac,2021-2022,5804.34,5277.71
aandc-aadnc,2017-2018,870571.21,897253.55
aandc-aadnc,2018-2019,678420.99,692695.43
atssc-scdata,2018-2019,24717.97,24928.77
atssc-scdata,2019-2020,97577.34,96506.29
atssc-scdata,2020-2021,106701.97,101802.63
atssc-scdata,2021-2022,61265.08,57995.21
cas-satj,2018-2019,296.31,298.84
cas-satj,2019-2020,427382.11,417944.35
cas-satj,2020-2021,261540.69,248888.85
cas-satj,2021-2022,1567546.06,1441138.75
cbsa-asfc,2017-2018,1981917.33,2042309.36
cbsa-asfc,2018-2019,4260057.13,4328954.40
cbsa-asfc,2019-2020,5890478.38,5841285.27
cbsa-asfc,2020-2021,7279429.96,6939590.70
cbsa-asfc,2021-2022,6281281.67,5888693.66
cfia-acia,2021-2022,5716.89,5198.20
cgc-ccg,2019-2020,23460.68,23259.90
cgc-ccg,2020-2021,1072.49,1010.71
cic,2017-2018,1282511.20,1321959.45
cic,2018-2019,1469608.02,1494426.54
cic,2019-2020,480582.93,481982.83
cic,2021-2022,104539.90,95055.06
cnsc-ccsn,2018-2019,192806.23,195827.93
cnsc-ccsn,2019-2020,248159.38,246703.01
cnsc-ccsn,2020-2021,231431.33,220691.34
cnsc-ccsn,2021-2022,396821.43,370719.22
cra-arc,2018-2019,3548694.54,3604842.46
cra-arc,2019-2020,5191429.42,5146005.86
cra-arc,2020-2021,6342198.43,6046160.19
cra-arc,2021-2022,8266620.37,7724856.63
csa-asc,2017-2018,323145.85,333050.03
csa-asc,2018-2019,643683.92,654704.37
csa-asc,2019-2020,775802.50,770363.22
csa-asc,2020-2021,248458.82,235544.78
csa-asc,2021-2022,31009.27,29017.26
csc-scc,2017-2018,1376700.66,1418745.18
csc-scc,2018-2019,2273048.77,2320589.49
csc-scc,2019-2020,2621467.52,2594288.50
csc-scc,2020-2021,4002688.39,3815274.84
csc-scc,2021-2022,3619548.59,3389507.99
csps-efpc,2019-2020,22706.71,22165.82
csps-efpc,2020-2021,36821.69,34700.59
dfatd-maecd,2017-2018,278796.06,287451.24
dfatd-maecd,2018-2019,213344.67,217244.40
dfatd-maecd,2019-2020,24962.21,25021.80
dfatd-maecd,2020-2021,38229.54,36610.04
dfo-mpo,2017-2018,1685100.75,1733312.63
dfo-mpo,2018-2019,321145.68,326716.13
dfo-mpo,2019-2020,294877.50,292511.08
dfo-mpo,2020-2021,591476.18,562861.14
dfo-mpo,2021-2022,895271.55,833257.67
dnd-mdn,2017-2018,146046522.26,150251877.06
dnd-mdn,2018-2019,256134464.78,260806273.58
dnd-mdn,2019-2020,263725265.84,261431084.82
dnd-mdn,2020-2021,245444639.13,233994790.34
dnd-mdn,2021-2022,256185706.02,239640722.05
ec,2018-2019,24928.21,25140.80
ec,2019-2020,24285.92,24056.34
elections,2017-2018,102097.80,105294.91
elections,2018-2019,154062.56,156240.80
elections,2019-2020,259847.44,257762.14
esdc-edsc,2017-2018,1066372.00,1098886.90
esdc-edsc,2018-2019,1207867.67,1230453.98
esdc-edsc,2019-2020,823908.19,817846.81
esdc-edsc,2020-2021,770045.90,734142.10
esdc-edsc,2021-2022,2681.39,2438.11
fin,2017-2018,38271.31,39452.83
fin,2018-2019,8674.34,8895.71
fin,2021-2022,38985.00,35447.92
hc-sc,2017-2018,1480656.71,1524798.18
hc-sc,2018-2019,1017574.13,1040501.31
hc-sc,2019-2020,142286.30,141934.33
hc-sc,2020-2021,33569.48,31978.68
hc-sc,2021-2022,421639.91,391341.55
iaac-aeic,2020-2021,70818.23,67458.01
ic,2018-2019,87534.92,88281.44
ic,2019-2020,1340269.97,1327999.96
ic,2020-2021,1413333.47,1347404.43
ic,2021-2022,1607586.75,1503325.51
isc-sac,2017-2018,183302.00,188420.81
isc-sac,2018-2019,209638.54,214798.99
isc-sac,2019-2020,531554.86,525342.47
isc-sac,2020-2021,515885.43,489677.05
isc-sac,2021-2022,704306.90,653502.80
jus,2019-2020,23504.00,23029.42
jus,2020-2021,60846.55,58057.76
jus,2021-2022,50832.57,46837.75
lac-bac,2021-2022,919800.00,858451.91
nrc-cnrc,2017-2018,157082.86,161892.87
nrc-cnrc,2018-2019,276753.61,281550.90
nrc-cnrc,2019-2020,134922.76,134587.47
nrc-cnrc,2020-2021,55798.88,53376.05
nrc-cnrc,2021-2022,18469.03,17345.81
nrcan-rncan,2017-2018,982029.50,1012212.66
nrcan-rncan,2018-2019,842238.64,857783.74
nrcan-rncan,2019-2020,910168.79,902321.07
nrcan-rncan,2020-2021,405582.92,386278.06
nrcan-rncan,2021-2022,65147.54,60870.25
oag-bvg,2020-2021,754.29,715.40
oag-bvg,2021-2022,198076.00,184344.97
ocsec-bccst,2020-2021,24814.80,23844.18
osfi-bsif,2018-2019,9339.76,9419.42
osfi-bsif,2019-2020,282900.94,280471.47
osfi-bsif,2020-2021,157256.71,149923.26
osfi-bsif,2021-2022,157007.63,146332.34
osgg-bsgg,2017-2018,27237.42,28134.11
pc,2019-2020,259412.34,253818.38
pch,2017-2018,94824.53,97645.92
pch,2018-2019,433715.76,441340.40
pch,2019-2020,193043.81,191634.08
pch,2020-2021,188917.92,180109.52
phac-aspc,2020-2021,674975.00,648748.25
phac-aspc,2021-2022,4157458.56,3875318.20
ppsc-sppc,2021-2022,140240.69,128945.11
ps-sp,2017-2018,71013.05,73260.97
ps-sp,2021-2022,282900.97,267405.82
pwgsc-tpsgc,2020-2021,85513.51,81104.59
pwgsc-tpsgc,2021-2022,2135198.50,1997976.56
rcmp-grc,2017-2018,70668.67,72616.10
rcmp-grc,2018-2019,784636.15,798486.64
rcmp-grc,2019-2020,2223049.90,2196617.69
rcmp-grc,2020-2021,3638712.83,3467258.30
rcmp-grc,2021-2022,3263745.31,3042782.05
ssc-spc,2017-2018,552232.59,567963.72
ssc-spc,2018-2019,8877613.69,9035882.71
ssc-spc,2019-2020,11971113.44,11858673.46
ssc-spc,2020-2021,11772521.29,11221923.41
ssc-spc,2021-2022,11023938.48,10308876.58
statcan,2021-2022,81787.89,74686.26
tc,2017-2018,622899.75,641991.15
