d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,6525396.42,6691023.47
it_consulting_services,2018-2019,18221743.77,18494012.41
it_consulting_services,2019-2020,19551713.98,19388738.98
it_consulting_services,2020-2021,19187595.04,18237002.03
it_consulting_services,2021-2022,21470118.42,19925977.57
it_devices_equipment,2018-2019,9067.90,9157.12
it_devices_equipment,2019-2020,643148.02,632769.02
it_devices_equipment,2020-2021,1410292.20,1339484.79
it_devices_equipment,2021-2022,3837695.76,3530841.29
it_other,2017-2018,622899.75,639041.12
it_other,2018-2019,652078.98,662053.08
it_other,2019-2020,229723.26,229661.06
it_other,2020-2021,576689.85,546688.00
it_other,2021-2022,1001988.33,926313.34
it_software_licensing,2018-2019,168281.30,169948.24
it_software_licensing,2019-2020,2681690.86,2642675.13
it_software_licensing,2020-2021,1646959.12,1565495.91
it_software_licensing,2021-2022,941497.15,875340.37
