normalized_vendor_name,original_vendor_name
BUREAU VERITAS,BUREAU VERITAS LABORATORIES (MAXXAM ANALYTICS)
BUREAU VERITAS,MAXXAM ANALYTICS
BUREAU VERITAS,MAXXAM ANALYTICS INC
BUREAU VERITAS,BUREAU VERITAS LABORATORIES
BUREAU VERITAS,MAXXAM ANALYTICAL INTERNATIONAL
BUREAU VERITAS,BUREAU VERITAS CANADA (2019) INC.
BUREAU VERITAS,BUREAU VERITAS CANADA (2019) INC
BUREAU VERITAS,Maxxam Analytics Inc
BUREAU VERITAS,Maxxam Analytics International Corporation
BUREAU VERITAS,Maxxam Analytics
BUREAU VERITAS,"Bureau Veritas North America, Inc."
BUREAU VERITAS,MAXXAM ANALYTICS INTERNATIONAL CORP
BUREAU VERITAS,MAXXAM ANALYTICS INTERNATIONAL CORP.
BUREAU VERITAS,MAXXAM ANALYTICS INC.
BUREAU VERITAS,MAXXAM ANALYTICS INTERNATIONAL
BUREAU VERITAS,Maxxam Analytics Inc.
BUREAU VERITAS,Bureau Veritas Canada (2019) Inc.
BUREAU VERITAS,MAXXAM ANALYTICS INTERNATIONAL CORPORATION
BUREAU VERITAS,Bureau Veritas Canada Inc
BUREAU VERITAS,Bureau Veritas Canada inc.
BUREAU VERITAS,Maxxam Analytics Inc. (Burnaby)
BUREAU VERITAS,Maxxam Analytics (Mississauga)
BUREAU VERITAS,MAXXAM ANALYTICS INC. (BURNABY)
BUREAU VERITAS,BUREAU VERITAS COMMODITIES CANADA L
BUREAU VERITAS,MAXXAM ANALYTIQUE INC.
BUREAU VERITAS,Maxxam Analytique
BUREAU VERITAS,Maxxam Analytique (Ville St-Laurent)
BUREAU VERITAS,Maxxam Analytique (Lachine)
BUREAU VERITAS,BUREAU VERITAS COMMODITIES CANADA LTD.
BUREAU VERITAS,MAXXAM ANALYTIQUE
BUREAU VERITAS,Maxxam Analytics Inc (Bedford)
BUREAU VERITAS,Maxxam Analytics Ltd (Burnaby)
BUREAU VERITAS,BUREAU VERITAS (CANADA) INC
BUREAU VERITAS,Maxxam Analytics (Calgary)
BUREAU VERITAS,Bureau Veritas Canada (2019) Inc
BUREAU VERITAS,Maxxam Analytics (Winnipeg)
BUREAU VERITAS,Maxxam Analytic
BUREAU VERITAS,BUREAU VERITAS CANADA (2019) LTD
BUREAU VERITAS,Bureau Veritas
BUREAU VERITAS,BUREAU VERITAS BURKINA FASO
BUREAU VERITAS,BUREAU VERITAS CONSULTING(SHANGHAI)
BUREAU VERITAS,MAXXAM ANALYTICAL SERVICES
BUREAU VERITAS,MAXXAM ANALYTICS INC.(EDMONTON-48 ST)
BUREAU VERITAS,Maxxam Analytic inc
BUREAU VERITAS,Maxxam Analytics International Corp
BUREAU VERITAS,Maxxam Analytics Inc.(Edmonton-48 St)
BUREAU VERITAS,MAXXAM ANALYTIQUE (VILLE ST-LAURENT)
BUREAU VERITAS,Maxxam Analytic Inc.
BUREAU VERITAS,BUREAU VERITAS
BUREAU VERITAS,Maxxam
BUREAU VERITAS,Bureau Veritas Canada
BUREAU VERITAS,Maxxam Analytique Inc.
