normalized_vendor_name,original_vendor_name
MORNEAU SHEPELL,MORNEAU SHEPELL
MORNEAU SHEPELL,Morneau Shepell Ltd
MORNEAU SHEPELL,MORNEAU SHEPELL LTD
MORNEAU SHEPELL,MORNEAU SHEPELL LTD.
MORNEAU SHEPELL,Morneau Shepell LTD
MORNEAU SHEPELL,MORNEAU SHEPPELL LTD
MORNEAU SHEPELL,Morneau Shepell Ltd.
MORNEAU SHEPELL,MORNEAU SOBECO
MORNEAU SHEPELL,MORNEAU SHEPELL LTS
MORNEAU SHEPELL,MORNEAU SOBECO LIMITED PARTNERSHIP
MORNEAU SHEPELL,MORNEAU SHEPELL LTD (HRCO INC.)
MORNEAU SHEPELL,Morneau Sheppel Ltd.
