d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_software_licensing,2019-2020,237539.92,234858.74
it_software_licensing,2020-2021,313324.09,298665.02
it_software_licensing,2021-2022,303154.09,283679.79
