d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,29742.06,30717.05
1_facilities_and_construction,2018-2019,201631.03,204130.62
1_facilities_and_construction,2019-2020,512478.88,508390.85
1_facilities_and_construction,2020-2021,511078.66,486710.78
1_facilities_and_construction,2021-2022,555016.66,515358.92
1_facilities_and_construction,2022-2023,523283.66,468339.67
2_professional_services,2017-2018,185623.96,191361.80
2_professional_services,2018-2019,185623.96,189181.10
2_professional_services,2019-2020,156887.46,155341.85
2_professional_services,2020-2021,182951.83,174228.81
2_professional_services,2021-2022,182951.83,170095.01
2_professional_services,2022-2023,182951.83,163706.06
