d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,249233.48644859812
1_facilities_and_construction,2018-2019,251838.78213014707
1_facilities_and_construction,2019-2020,206686.65303457106
1_facilities_and_construction,2020-2021,206121.93540332906
10_office_management,2020-2021,60828.57564638783
11_defence,2017-2018,211223.32099210742
11_defence,2018-2019,319894.8956654268
11_defence,2019-2020,312267.59580148215
11_defence,2020-2021,475248.4690678477
2_professional_services,2017-2018,837193.1987935044
2_professional_services,2018-2019,1743591.452585878
2_professional_services,2019-2020,530048.1415578612
2_professional_services,2020-2021,929416.2133199726
3_information_technology,2017-2018,1123644.0886033752
3_information_technology,2018-2019,1840287.0290020541
3_information_technology,2019-2020,2576718.661673119
3_information_technology,2020-2021,2608338.1759519717
9_human_capital,2018-2019,21021.39
9_human_capital,2019-2020,24408
9_human_capital,2020-2021,56952
