d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,249233.49,254827.62
1_facilities_and_construction,2018-2019,251838.78,254883.96
1_facilities_and_construction,2019-2020,206686.65,206263.30
1_facilities_and_construction,2020-2021,206121.94,201790.85
1_facilities_and_construction,2021-2022,206121.94,156578.55
10_office_management,2020-2021,60828.58,58895.18
10_office_management,2021-2022,85066.78,64620.17
11_defence,2017-2018,211223.32,216013.30
11_defence,2018-2019,319894.90,323956.76
11_defence,2019-2020,312267.60,311628.43
11_defence,2020-2021,475248.47,462823.63
11_defence,2021-2022,403550.48,321319.57
2_professional_services,2017-2018,837193.20,859267.58
2_professional_services,2018-2019,1743591.45,1766057.29
2_professional_services,2019-2020,530048.14,529333.96
2_professional_services,2020-2021,929416.21,905474.05
2_professional_services,2021-2022,899713.58,724382.83
3_information_technology,2017-2018,1123644.09,1152320.08
3_information_technology,2018-2019,1840287.03,1864238.57
3_information_technology,2019-2020,2576718.66,2571377.94
3_information_technology,2020-2021,2608338.18,2531611.41
3_information_technology,2021-2022,6330423.82,4767587.92
9_human_capital,2018-2019,21021.39,21314.35
9_human_capital,2019-2020,24408.00,24324.68
9_human_capital,2020-2021,56952.00,55006.91
9_human_capital,2021-2022,49693.81,30648.62
