d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,112481.60,115794.42
it_consulting_services,2018-2019,1425329.50,1449930.58
it_consulting_services,2019-2020,1896668.28,1882164.25
it_consulting_services,2020-2021,2244861.39,2131932.00
it_consulting_services,2021-2022,5573750.15,5178796.24
it_consulting_services,2022-2023,6538351.20,5850226.00
it_devices_equipment,2017-2018,93169.17,96048.94
it_devices_equipment,2018-2019,107508.17,109568.36
it_devices_equipment,2019-2020,95754.79,95017.64
it_devices_equipment,2020-2021,93090.17,88651.69
it_devices_equipment,2021-2022,15557.53,14732.91
it_software_licensing,2017-2018,1146187.85,1181018.97
it_software_licensing,2018-2019,1605133.25,1635632.36
it_software_licensing,2019-2020,1165164.32,1155218.44
it_software_licensing,2020-2021,1132931.62,1078824.82
it_software_licensing,2021-2022,1511765.86,1405339.64
it_software_licensing,2022-2023,1514028.08,1355000.55
