d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,27991309.53,28709440.66
it_consulting_services,2018-2019,40444860.09,41048956.15
it_consulting_services,2019-2020,48991197.94,48516090.74
it_consulting_services,2020-2021,51860657.75,49282908.33
it_consulting_services,2021-2022,71591259.63,66323468.12
it_devices_equipment,2017-2018,2934381.94,3006468.26
it_devices_equipment,2018-2019,5233200.73,5314702.53
it_devices_equipment,2019-2020,3686221.49,3670458.94
it_devices_equipment,2020-2021,4142884.42,3924011.98
it_devices_equipment,2021-2022,3394500.16,3121554.67
it_other,2017-2018,7883075.51,8087235.49
it_other,2018-2019,5459518.07,5550261.88
it_other,2019-2020,554464.68,549253.38
it_other,2020-2021,853888.29,811562.13
it_other,2021-2022,766432.46,709683.73
it_software_licensing,2017-2018,38140648.50,39128279.06
it_software_licensing,2018-2019,37784500.00,38368219.69
it_software_licensing,2019-2020,41087972.65,40737752.06
it_software_licensing,2020-2021,46214544.26,43927708.20
it_software_licensing,2021-2022,45582487.06,42290826.24
