d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,19091.017219562244
1_facilities_and_construction,2018-2019,179789.04156397664
1_facilities_and_construction,2019-2020,178430.02808245903
1_facilities_and_construction,2020-2021,26991.771136738054
10_office_management,2017-2018,980569.5689966391
10_office_management,2018-2019,860465.616200563
10_office_management,2019-2020,1538999.4988527696
10_office_management,2020-2021,455430.52276980685
2_professional_services,2017-2018,72842331.92010152
2_professional_services,2018-2019,79638534.27660051
2_professional_services,2019-2020,72942058.82043055
2_professional_services,2020-2021,70121794.13960636
3_information_technology,2017-2018,30951964.301870033
3_information_technology,2018-2019,36312131.98975784
3_information_technology,2019-2020,41773088.717573345
3_information_technology,2020-2021,53914193.509088285
4_medical,2017-2018,38411.75934366454
4_medical,2019-2020,26642.335766423355
4_medical,2020-2021,89414.82818010333
5_transportation_and_logistics,2019-2020,9785.016290322583
5_transportation_and_logistics,2020-2021,45366.893709677424
6_industrial_products_and_services,2017-2018,29525.770000000004
6_industrial_products_and_services,2019-2020,29572.599499769956
6_industrial_products_and_services,2020-2021,76500.8482717541
7_travel,2017-2018,13736.269230372209
7_travel,2018-2019,21005.757173200993
7_travel,2019-2020,10531.653596426799
8_security_and_protection,2017-2018,214096.98
8_security_and_protection,2018-2019,621927.59
8_security_and_protection,2019-2020,707364.1500000001
8_security_and_protection,2020-2021,696703.4917127072
9_human_capital,2017-2018,698843.6192618136
9_human_capital,2018-2019,2076956.3408218455
9_human_capital,2019-2020,2251061.466570449
9_human_capital,2020-2021,1784955.5662414974
