d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,24998.99,13791.67
1_facilities_and_construction,2017-2018,19091.02,19582.42
1_facilities_and_construction,2018-2019,179789.04,182496.06
1_facilities_and_construction,2019-2020,178430.03,176697.60
1_facilities_and_construction,2020-2021,26991.77,25798.49
10_office_management,2017-2018,980569.57,1006278.05
10_office_management,2018-2019,860465.62,874566.05
10_office_management,2019-2020,1545136.65,1542664.86
10_office_management,2020-2021,472447.16,449298.97
10_office_management,2021-2022,408986.78,320233.01
2_professional_services,2017-2018,72863847.77,74743184.83
2_professional_services,2018-2019,80656648.78,81901110.59
2_professional_services,2019-2020,72942058.82,72292969.26
2_professional_services,2020-2021,70121794.14,66648636.95
2_professional_services,2021-2022,96272399.70,67585871.12
3_information_technology,2017-2018,30951964.30,31748990.63
3_information_technology,2018-2019,36312131.99,36871700.75
3_information_technology,2019-2020,44428796.16,44018578.54
3_information_technology,2020-2021,53914193.51,51213737.47
3_information_technology,2021-2022,66448310.28,50063848.11
4_medical,2017-2018,38411.76,39457.49
4_medical,2019-2020,26642.34,26126.22
4_medical,2020-2021,89414.83,84997.73
4_medical,2021-2022,83796.85,68309.26
5_transportation_and_logistics,2019-2020,9785.02,9548.21
5_transportation_and_logistics,2020-2021,45366.89,43120.58
6_industrial_products_and_services,2017-2018,29525.77,30279.23
6_industrial_products_and_services,2019-2020,29572.60,29063.62
6_industrial_products_and_services,2020-2021,76500.85,72677.69
6_industrial_products_and_services,2021-2022,11678.56,9135.72
7_travel,2017-2018,13736.27,14083.24
7_travel,2018-2019,21005.76,21332.43
7_travel,2019-2020,10531.65,10540.91
8_security_and_protection,2017-2018,214096.98,219206.95
8_security_and_protection,2018-2019,621927.59,631440.16
8_security_and_protection,2019-2020,707364.15,700179.40
8_security_and_protection,2020-2021,696703.49,663408.83
8_security_and_protection,2021-2022,726868.97,553183.47
9_human_capital,2017-2018,698843.62,715857.67
9_human_capital,2018-2019,2076956.34,2105553.94
9_human_capital,2019-2020,2251061.47,2230577.53
9_human_capital,2020-2021,1784955.57,1696717.27
9_human_capital,2021-2022,1425122.95,925442.00
