owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,107171.92,110232.59
dfo-mpo,2018-2019,169079.80,172118.32
pwgsc-tpsgc,2022-2023,3057603.11,2714814.08
