d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,191924.47,196897.15
1_facilities_and_construction,2018-2019,155008.19,157433.19
1_facilities_and_construction,2019-2020,184840.61,183407.37
1_facilities_and_construction,2020-2021,339740.84,323365.44
1_facilities_and_construction,2021-2022,268756.49,249688.95
2_professional_services,2018-2019,248445.22,251162.37
2_professional_services,2019-2020,602191.72,597109.84
2_professional_services,2020-2021,600546.39,570921.61
2_professional_services,2021-2022,600546.39,557574.29
6_industrial_products_and_services,2019-2020,24814.80,24596.81
