d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,442845.95182303723
1_facilities_and_construction,2018-2019,1180476.7521409134
1_facilities_and_construction,2019-2020,2036729.5160360492
1_facilities_and_construction,2020-2021,49325.700000000004
10_office_management,2018-2019,59800
11_defence,2017-2018,431457
11_defence,2019-2020,75162.28
