d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2018-2019,425789.78,435361.64
11_defence,2019-2020,152467.12,152283.16
11_defence,2021-2022,176693.22,167123.68
5_transportation_and_logistics,2017-2018,260983.92,270053.11
5_transportation_and_logistics,2018-2019,3830881.52,3918423.85
5_transportation_and_logistics,2019-2020,502898.27,500389.91
5_transportation_and_logistics,2020-2021,761049.06,726339.89
5_transportation_and_logistics,2021-2022,140683.67,130717.27
7_travel,2018-2019,434568.46,445658.78
7_travel,2019-2020,453504.12,455153.63
7_travel,2020-2021,175966.16,169063.12
