d_most_recent_category,total,percentage
11_defence,2685927.75,0.441
6_industrial_products_and_services,2252414.92,0.3698
1_facilities_and_construction,1103731.76,0.1812
3_information_technology,24673.06,0.0041
5_transportation_and_logistics,24476.93,0.004
