d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,17914.24,18151.51
11_defence,2017-2018,1044822.11,1079432.43
11_defence,2018-2019,760273.66,768889.18
11_defence,2019-2020,321527.09,321442.08
11_defence,2020-2021,175256.02,166820.15
11_defence,2021-2022,103558.66,96851.13
3_information_technology,2017-2018,47907.78,49276.91
5_transportation_and_logistics,2017-2018,1693404.65,1743410.84
5_transportation_and_logistics,2018-2019,1543179.56,1571963.09
5_transportation_and_logistics,2019-2020,2155966.32,2131163.99
5_transportation_and_logistics,2020-2021,2755675.27,2634361.79
5_transportation_and_logistics,2021-2022,1985474.00,1857891.18
6_industrial_products_and_services,2017-2018,125613.85,129082.99
6_industrial_products_and_services,2018-2019,164278.97,167371.75
6_industrial_products_and_services,2019-2020,50586.20,49381.20
6_industrial_products_and_services,2021-2022,36281.70,34183.37
