owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,16265.83,16411.58
aafc-aac,2019-2020,39202.73,38982.92
aafc-aac,2020-2021,154526.66,147591.00
aafc-aac,2021-2022,49995.59,45625.48
cbsa-asfc,2020-2021,42022.44,40080.43
csa-asc,2019-2020,35217.46,35201.39
csc-scc,2017-2018,195379.17,199744.95
csc-scc,2018-2019,243946.90,247221.61
csc-scc,2020-2021,383621.44,368254.96
dfo-mpo,2017-2018,382477.30,389146.21
dfo-mpo,2018-2019,262588.95,265600.87
dfo-mpo,2019-2020,448420.72,447077.11
dfo-mpo,2020-2021,224944.56,215477.76
dfo-mpo,2021-2022,92032.48,52827.27
dnd-mdn,2017-2018,995410.99,1029956.67
dnd-mdn,2018-2019,760273.66,770736.07
dnd-mdn,2019-2020,321527.09,321164.17
dnd-mdn,2020-2021,175256.02,167796.83
dnd-mdn,2021-2022,139840.36,122155.42
ec,2018-2019,12235.15,12428.46
ec,2020-2021,60387.46,58500.14
ec,2021-2022,138879.94,74960.41
nrcan-rncan,2017-2018,18231.31,18560.69
nrcan-rncan,2019-2020,18563.30,18588.75
pc,2017-2018,54668.68,56087.36
pc,2018-2019,26124.78,26364.95
pc,2019-2020,155213.81,155181.69
pc,2020-2021,99184.93,94074.24
pc,2021-2022,273595.34,174148.72
pwgsc-tpsgc,2017-2018,15982.95,16269.68
pwgsc-tpsgc,2018-2019,17914.24,18189.37
pwgsc-tpsgc,2019-2020,72056.38,72115.94
rcmp-grc,2017-2018,1186924.85,1215192.98
rcmp-grc,2018-2019,1146296.92,1158682.84
rcmp-grc,2019-2020,1406919.72,1404316.64
rcmp-grc,2020-2021,1790987.78,1745274.63
rcmp-grc,2021-2022,1399045.50,1247983.84
